RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS17,VDS21,VDS23,VDS8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,gmid_offset0,gmid_offset10,gmid_offset17,gmid_offset21,gmid_offset23,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
4.35,1.05,5,5,0.18,20,1.34,0.98,18,1.37,10,20,1.24,5.22,6,0.22,6.16,7,1.26,3.35,1.57,5.69,22,17,0.540254281980577,0.422591077633022,0.540254281980577,0.55724133003844,0.36990002434066,0.540254281980577,37677227.7044181,105743140.341889,31668895.3364094,22898671.3718227,5525980877.92805,31668895.3364094,8.82179471487185e-05,8.32666234022883e-05,3.90492928637924e-05,4.91433474150706e-05,0.00108460712371033,3.90492928637923e-05,1,15,-1,14,-1,-15,109.76639585661,16.7526801060413,149.701805102555,38.1739603011515,113.248540518516,328874.421806929,87.1775934515286,0.00622348724596659,341.550000000001,160.919166750952,2938819,0.000115477369002949,0.000178547231011275,64.5386,7.82387505673769e-07,4.62970198678025e-09,2.73861381316909e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
4.76,0.751,9,2.84,0.18,20,0.566,0.864,18,1.65,8.62,20,3.12,5.11,2,0.22,9.79,7,1.89,6.69,2.05,5.47,22,19,0.714643247825585,0.392614461263247,0.714643247825585,0.553130834777309,0.391609259663081,0.714643247825585,65835703.0142529,165294633.656262,57744288.7441725,9187255.17366046,9720310308.84603,57744288.7441726,5.29930527485912e-05,8.97021705040123e-05,2.41566635919819e-05,4.67955995613103e-05,0.000866354416952751,2.41566635919819e-05,4,-1,7,15,6,-10,119.605795614923,6.41442506370064,73.2170015132728,18.6703353858846,119.672075159881,121128.175691412,119.130604632059,0.00439950818441423,336.150000000001,162.942214975801,1382609,0.000111080677295597,0.000261771198663217,78.9002,2.29030391204511e-06,2.86831208984317e-08,7.5177524657688e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
1.59,1.07,12,3.92,0.18,20,1.24,1.2,20,3.01,9.66,20,1.22,5.42,4,0.22,2.23,1,4.74,7.45,2.04,5.03,21,17,0.585204600620007,0.37424773121598,0.585204600620007,0.509208937686905,0.366751336362156,0.585204600620007,41109936.8413253,68896432.8398008,34875351.4654152,129396837.855232,5319498680.62446,34875351.4654152,6.79515912326204e-05,8.80489789071257e-05,3.02858602705617e-05,5.30372198767356e-05,0.000962929046337734,3.02858602705617e-05,5,6,-15,14,2,-15,115.702010787425,7.40498546563301,106.563311436249,27.1736444162436,123.108913848042,128437.413463428,111.72285531618,0.00477487755372163,335.150000000001,160.610617328165,1848311,0.000102027775793765,0.000105788438247214,56.98146,2.17044839390893e-06,8.42416567503612e-09,4.18210016950304e-07,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
2.22,0.771,18,3,0.18,20,1.58,0.893,20,1.67,8.96,20,3.18,4.14,2,0.22,6.5,4,3.53,6.43,1.89,5.47,18,13,0.674906805250284,0.351211666748097,0.674906805250284,0.502895823433016,0.360990935070271,0.674906805250284,90096027.8188904,102220339.266933,78503112.5291121,16202406.9522264,4745878255.12825,78503112.5291121,5.86563040706844e-05,0.000103162354839241,2.65817964653826e-05,5.6263603703144e-05,0.00107824678837804,2.65817964653826e-05,14,-13,6,15,6,6,114.968792638626,7.57531685146487,100.201060439016,25.5512704119491,127.420378667294,143176.584942697,118.04115214619,0.00484438564226452,331.800000000001,161.424198401825,1893841,0.000111178875030476,0.000180290546470346,71.31678,1.91949995300214e-06,9.45068283186856e-09,3.73444576240445e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.69,0.622,13,2.48,0.18,20,0.928,0.575,17,3.32,7.74,17,1.54,2.75,1,0.22,2.36,7,0.878,2.96,1.83,7.67,24,26,0.816313943663957,0.38641622182515,0.816313943663957,0.530537660766074,0.39939171902434,0.816313943663957,270109810.857615,227473321.065816,243757716.037748,130558303.146165,8920527234.46712,243757716.037748,6.01917605943956e-05,0.000128869900802052,2.78542601276049e-05,7.40506331742276e-05,0.00128849105630546,2.78542601276049e-05,0,6,15,15,5,-12,112.14423250265,12.4999047993925,207.88293163459,53.0101475668204,124.472248843299,329648.7717482,83.5306518590631,0.00647976495236203,325.500000000001,160.473914401911,5482310,0.000155130015241594,0.000152580760338718,71.11065,7.7416380530335e-07,5.43582953388411e-08,2.30493825559286e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
2.22,0.603,20,0.793,0.18,20,0.22,1.06,18,2.51,7.91,20,0.75,3.88,2,0.22,6.5,2,3.18,7,1.83,5.47,19,21,0.662642335264118,0.390400152625519,0.662642335264118,0.595331018572568,0.376042857231501,0.662642335264118,98994902.105792,285326143.698608,86119985.3534361,24322372.5151843,17122876178.8366,86119985.3534361,6.03489283261378e-05,8.23198462425371e-05,2.73086183568547e-05,4.07439995598917e-05,0.000669956440916384,2.73086183568547e-05,6,2,7,15,2,6,110.114848207197,7.392260083116,106.142570121113,27.0663553808839,114.961087015422,139207.707264058,103.812030035059,0.00558806580074737,321.650000000001,160.966762397026,1998829,0.00011077381708058,0.000193671519559942,61.15393,1.97744442265602e-06,3.94182822271993e-09,1.5537292723522e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
1.27,0.624,20,1.77,2.14,20,5,0.624,13,0.718,7.43,20,0.22,1.68,7,0.22,2.21,9,0.22,4.07,1,3.47,18,33,0.376934544784692,0.332047717740417,0.376934544784692,0.497547442158003,0.414732238699094,0.376934544784692,133790346.649841,129284743.583883,114282955.030659,166869471.883994,73430255.5547701,114282955.030658,9.9192587675766e-05,6.78374100715023e-05,4.39129673223272e-05,3.06316662307266e-05,0.000517231018268312,4.39129673223271e-05,-3,6,-11,-1,7,15,72.2332149607352,30.0177143518946,211.613509738853,53.9614449834076,72.2646359718726,360511.436960435,77.8698685757206,0.00772306630732388,320.4,166.394558464607,2541469,7.0646801640916e-05,0.000433711237071066,56.43381,7.60442788438984e-07,2.51444603419637e-07,3.34257513431302e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.5,20,1.77,2.18,15,2.78,0.5,19,0.22,6.61,20,1,1.65,4,0.22,1.06,11,3.54,3.27,1,2.99,20,32,0.40811237111182,0.313008211584326,0.40811237111182,0.303447588512842,0.47165012738147,0.40811237111182,173141422.242139,146706044.789139,147176235.271097,64553002.1265327,109218983.574131,147176235.271097,7.68453879171815e-05,6.06609543618999e-05,3.3898292231795e-05,6.08881448973864e-05,0.000362775684779169,3.3898292231795e-05,6,14,12,15,-11,3,102.323070637165,37.9978803096663,158.465911734543,40.4088074923084,106.537786125514,394458.721927573,76.8985227426379,0.011309951570184,316.55,162.109341759678,1645046,6.10651279543374e-05,0.000733889716075105,56.59847,7.45329369989094e-07,1.12822066087315e-07,8.36393534087154e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
1.25,0.848,20,1.77,0.18,20,0.832,0.5,20,2.68,10,20,1.38,3.7,2,0.22,2.15,3,3.89,5.68,2.58,9.94,18,28,0.778448690390059,0.411381831813077,0.778448690390059,0.48592017363794,0.41913012468799,0.778448690390059,141323544.39525,156911428.535429,126291585.642671,121014279.428425,11340528429.9968,126291585.642671,8.36757875895444e-05,0.000143608545721163,3.85481688310069e-05,0.0001143077563027,0.00152155469288081,3.85481688310069e-05,-2,-15,4,15,5,-15,106.63202061217,6.97819475441222,83.6348271444749,21.3268809218411,109.571197094898,238065.442060533,106.571954096751,0.00557229156930285,312.9,160.674434396052,2853254,0.00020068011893933,0.000109347324339246,61.06227,1.15439171727562e-06,3.5491766792739e-08,1.56525894701165e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.63,0.622,20,2.48,0.18,20,0.928,0.762,18,3.32,8.1,17,1.54,2.75,1,0.22,2.36,7,0.878,2.96,2.47,7.67,25,34,0.816248270351232,0.36141634437918,0.816248270351232,0.530502073549883,0.399377235701606,0.816248270351232,270078560.676233,175639056.788819,243750349.36906,130535509.544553,8919048094.76093,243750349.36906,6.0184461514241e-05,0.000140410785086217,2.78528701604098e-05,7.40350399259361e-05,0.0012882469014461,2.78528701604098e-05,7,10,14,15,10,-15,111.334846826841,12.4353789380285,200.863777109037,51.2202631628044,118.356311544945,327873.470233596,88.2405482757219,0.00662122744901817,312.05,161.365786342576,5296011,0.000155095191033084,0.000143420639296677,67.20681,7.73323045582825e-07,8.19403250590378e-08,5.04825077851656e-07,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
2.22,1.16,8,4.71,0.18,20,0.22,0.985,20,3.03,10,20,3.28,4.73,2,0.22,6.6,7,1.7,5.92,2.27,6.83,18,32,0.746587072863123,0.413598484346636,0.746587072863123,0.549163137293894,0.395172008834794,0.746587072863123,82101134.8487168,81743572.5980425,72611111.0090554,19458509.6553442,19533017564.5437,72611111.0090547,6.15375275454695e-05,0.000103507732459333,2.81948058893319e-05,6.00780160797088e-05,0.000782010414496087,2.81948058893317e-05,7,2,7,15,5,6,119.896560695386,6.29367803235925,92.8580711849464,23.6788081521613,119.756427121763,148132.3735138,120.472159439432,0.00500231394979659,309.700000000001,162.301789198521,2185572,0.000138451140738718,0.000323870592091703,64.52647,1.79489954864115e-06,2.61720743177651e-08,5.97819977621317e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.62,0.18,2,2.24,0.617,11,2.77,1.02,20,2,7.74,14,1.18,2.01,2,0.494,1.27,3,1.46,5.14,1,7.84,20,40,0.561401889279062,0.400287931248237,0.561401889279062,0.513382800414185,0.492393882023548,0.561401889279062,203718296.022794,4137929056.03201,167131210.646074,388932450.300015,1349621768.21912,167131210.646074,0.000133680965720382,0.000129743557398104,5.74592857791925e-05,8.39687528850445e-05,0.000971259656145378,5.74592857791925e-05,-1,9,9,15,15,1,99.8965613890632,16.7146475046239,117.902571161727,30.0651556462403,102.845431195094,453112.445494792,88.6211664897275,0.00999812101907918,306.05,164.681804537733,3196186,0.000159462969572204,0.000175886529789882,83.05436,5.4797993540804e-07,4.62219222829852e-08,5.12245831263414e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.624,20,1.77,0.413,20,3.28,0.624,16,1.26,5.51,20,1,3.25,7,0.22,2.05,20,5,6.3,1,5.24,14,43,0.463544136719337,0.352823777390626,0.463544136719337,0.306832203203779,0.395604052135853,0.463544136719337,66464673.100262,170933073.624939,55691917.1670781,22063312.8036269,1112016205.55766,55691917.1670782,0.000107512669569228,9.57598643161794e-05,4.72647681024333e-05,0.000104450600729917,0.000947181929679046,4.72647681024333e-05,5,-5,1,6,9,-9,108.292455061162,7.97334395061225,115.068244751306,29.3424024115832,116.033621547103,144865.61170421,96.7001917268006,0.00927685090023794,296.3,162.80208408078,2090645,0.000106874940095636,0.000571133453680366,54.28839,1.03279039184999e-06,3.78929405880912e-08,2.50090687825555e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.43,1.19,7,2.8,0.18,19,0.677,0.92,19,1.52,10,20,2.05,3.14,1,0.22,5.15,5,1.18,2.96,1.36,5.76,20,52,0.777007053719023,0.446653015583798,0.777007053719023,0.588320456513163,0.393957236271757,0.777007053719023,193910595.216484,96977054.5864109,173685670.183662,36721939.579966,9315205844.19891,173685670.183662,4.89521476316906e-05,7.36326228516376e-05,2.25632224279812e-05,4.50840571456025e-05,0.000937388964090585,2.25632224279811e-05,1,14,11,15,9,-15,115.746182138064,12.1057937422128,145.203709863504,37.0269460151936,114.613921821191,240021.909724314,90.2552720897788,0.00687551622684318,296.15,160.639892964324,2878958,0.000116629575613068,0.000200472730796596,66.8403,1.16936780193396e-06,4.30480066504479e-08,8.42215178076255e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
2.76,3.57,13,4.65,1.61,19,1.19,4.75,8,4.1,8.54,14,3.82,5.6,2,3.01,8.41,6,2.11,9.97,7.35,9.82,8,44,0.606341699363361,0.615222750431354,0.606341699363361,0.690951005262959,0.729752644956472,0.606341699363361,26680432.166419,15636182.1475883,22421215.1295051,21967279.3017645,586292546.95113,22421215.1295051,0.000278843578914602,0.000125559058283356,0.000124453881624574,9.2697632867444e-05,0.000878384260103916,0.000124453881624574,-10,-2,0,-10,-8,8,69.8423970082939,8.78421852522774,32.2167585330726,8.2152734259335,69.9213277778562,298830.627608038,153.433266927352,0.0156528970224577,289.6,160.685370915213,1095983,0.000200111963992628,0.000107502758390339,45.4917,7.72358871118164e-07,9.23407638725449e-08,2.27180639821301e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.724,20,4.65,1.52,20,5,0.5,19,1,3.2,20,1,3.02,4,0.913,2.11,8,0.22,6.81,1,8.12,19,58,0.481350772638213,0.344829454717067,0.481350772638213,0.627703158026351,0.4562348276552,0.481350772638213,60436934.8585543,99638897.9052374,49782258.7339513,295322100.001534,193545687.654637,49782258.7339513,0.000198041668888173,0.000159131359518441,8.57857107506187e-05,4.93704922286554e-05,0.0010649994255429,8.57857107506187e-05,-8,3,-1,8,-15,3,99.4608409095721,12.9498656076216,135.907705111684,34.6564648034794,105.376281897974,366946.464546856,96.6452403380529,0.00625848377400189,288.45,162.07195681705,3851071,0.00016668193171913,0.000193703226111977,53.15254,5.56172576225093e-07,1.04419102517905e-07,1.03207730883792e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.5,15,3.99,1.59,11,1.71,0.5,14,1.86,7.73,7,1,3.2,4,0.22,8.04,8,0.331,9.71,1,8.79,9,45,0.595075803996519,0.353682593872615,0.595075803996519,0.869357422009476,0.650400541779163,0.595075803996519,117746766.246878,215039326.933189,100917446.578375,33517074.0944823,454858959.98391,100917446.578376,0.00011682850014189,0.000167810518405425,5.22277257611526e-05,3.14505082426804e-05,0.000579777134524769,5.22277257611526e-05,-3,15,-8,-6,15,-3,64.4458101386859,49.937121322492,79.343952674217,20.2327079319253,64.4111295245875,1507332.36339141,110.654799895892,0.103756215248178,282.15,168.926505860422,2394966,0.000177556509592641,0.000112907778045898,58.53949,0.103756215248178,4.30998986156173e-07,6.02131207193546e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
2.23,5.24,5,5,10,20,3.35,2.64,1,5,9.65,13,1.99,6.77,9,5,7.11,16,3.95,3.26,1.18,2.59,5,30,0.289259861573172,0.474339092866996,0.289259861573172,0.343521475242155,0.543654799719082,0.289259861573172,2014802.49497406,6095293.21185352,1775055.30609383,3755539.55126214,8569704.26784739,1775055.30609383,0.000109068828273856,2.76731479760688e-05,4.96417561757895e-05,4.56110633295848e-05,0.000224042850319326,4.96417561757894e-05,-1,-10,0,-2,-11,-5,91.7943711545277,162.243033348357,158.313778233016,40.370013449419,92.3543177280623,1462686.83048576,103.45108989276,0.467021094633227,281.3,160.689278084871,1427263,5.30318005140721e-05,0.000170989248609298,47.30568,0.467021094633227,1.28349605343359e-07,3.10006130624929e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.5,9,0.364,1,20,2.23,0.944,18,0.71,10,20,1,1.56,4,0.22,3.44,2,3.54,3.29,1,4.84,17,50,0.445340989487457,0.473022074955366,0.445340989487457,0.502724833634796,0.453124074409292,0.445340989487457,242724036.074103,743681137.386548,205882487.844597,54820968.8468127,415127855.967273,205882487.844597,0.000108209027686255,4.81624808091963e-05,4.76350269090406e-05,5.08515873526889e-05,0.00065872658623942,4.76350269090406e-05,6,7,4,15,10,4,111.875566336649,26.9940836713972,137.268062174044,35.0033558543813,111.687630933796,452189.437207337,80.0046663639066,0.0166412270856362,280.15,165.496568567086,2299436,9.85378091846092e-05,0.000292183423836835,53.2309,6.11124400498879e-07,5.09119859559703e-08,1.73034738844002e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.763,20,3.58,2.14,20,2.67,0.366,19,1.26,5.51,20,1,0.562,7,0.22,2.05,8,0.22,6.51,1,2.24,18,62,0.293840167153338,0.292777042352071,0.293840167153338,0.45675460072158,0.429655606343479,0.293840167153338,436217395.302225,43060942.4857145,380655998.414125,157291529.253373,82960463.606381,380655998.414125,9.0631847503905e-05,4.77309106840198e-05,4.01509989487739e-05,2.28984509860304e-05,0.000319757023484721,4.01509989487739e-05,-5,15,15,6,-4,15,108.070521269841,34.6590235843223,207.071639616729,52.8032681022659,114.726869337968,272212.028549546,96.2286092594089,0.00665810764244794,279.1,162.623278442014,1626341,4.6200009728097e-05,0.000583970928787332,53.56085,9.92103397571111e-07,1.55564885540582e-07,1.49117863988968e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.23,1.27,9,1.2,3.33,3,4.23,5.21,19,3.56,8.95,13,3.52,4.49,2,4.29,2.13,18,0.87,4.91,1,3.72,3,12,0.38453692780004,0.449958271715872,0.38453692780004,0.38869712983523,0.686327627108136,0.38453692780004,13426473.264254,89704813.5248067,11188544.9595435,57710354.010067,120902800.35884,11188544.9595435,0.000128136694660695,4.23714194559893e-05,5.60468707510812e-05,5.81342542634083e-05,0.000216305591241007,5.60468707510812e-05,-1,-9,-3,-2,2,-13,114.112306817721,88.3283649496918,137.877927410473,35.1588714896705,114.656553077122,1143996.36476362,103.974609881451,0.0107355074711467,-13.00739,161.267030254239,1785744,7.61860630477563e-05,0.000448110454203325,39.08755,7.62713762607688e-07,7.6159917978269e-08,1.98239397858346e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,1
0.05,0.352,20,3.45,1.52,20,5,0.5,19,1,1.96,10,1,2.39,4,0.913,1.06,8,0.22,6.3,1,8.12,10,2,0.465394388702675,0.32140013608321,0.465394388702675,0.530615513042174,0.456535018485949,0.465394388702675,84695819.4704324,269069490.607799,69817706.487505,805238386.254475,193967820.612833,69817706.487505,0.000214551801857056,0.000170901927554286,9.26911883441715e-05,6.70650761368779e-05,0.00106790477207747,9.26911883441715e-05,-8,7,4,8,-15,3,91.1897840757029,17.455778114354,153.746423825864,39.2053380755954,96.5904746306018,497385.327557229,91.4705808443349,0.00524753217980707,456.450000000003,154.295304256154,4380854,0.000167611894771302,0.000261265728053701,58.09458,4.38733428375065e-07,3.08973314127048e-07,3.15957063652395e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.5,0.831,5,4.09,0.18,20,0.677,0.98,19,1.57,10,20,1.24,3.85,4,0.22,1.54,7,1.71,2.96,1.5,6.4,10,0,0.573852742090197,0.426477940669495,0.573852742090197,0.430110698837129,0.3971990436842,0.573852742090197,76691718.2549806,174172055.364589,65203386.3129912,150368496.193599,9645793338.73985,65203386.3129912,9.03293235926193e-05,9.1659866105819e-05,4.02131619664525e-05,9.31569898070898e-05,0.00102715263288149,4.02131619664525e-05,2,4,4,15,-1,-15,108.545169290788,18.2311685832138,159.322405808572,40.6272134811859,111.748625288306,402235.732644554,83.6476033727207,0.0073767152823246,444.300000000002,156.389392903214,3515143,0.000129782824077801,0.000160155215299208,67.36788,6.51180488547669e-07,4.1457080890428e-09,2.66409692728509e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.2,0.5,1,1.77,0.817,14,3.75,0.5,15,2.02,4.84,11,2.32,4.08,1,0.579,1.06,1,4.76,6.3,1.75,9.89,11,8,0.804677609401544,0.68607956461861,0.804677609401544,0.512054310176685,0.484030487096172,0.804677609401544,105255259.437159,1419358188.89539,92172832.4587858,536394022.523449,755390488.576301,92172832.4587858,8.66882919326383e-05,5.66526266754071e-05,3.93760293451153e-05,0.000107787412693609,0.00122692276224644,3.93760293451153e-05,6,7,-15,15,14,-6,96.9506249353002,7.73578032474938,96.2827258284211,24.5520950862474,95.9849005946098,263702.296573544,99.3543624608401,0.00635804205478811,418.550000000002,157.55203794811,3282148,0.000200521461924351,0.000127488779882523,59.5253,9.61177784462993e-07,3.36544710052844e-07,3.50421623594999e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.2,0.5,1,1.77,0.817,14,4.81,0.5,19,2.02,4.84,11,1.62,3.48,1,0.579,1.06,1,4.76,6.3,1.75,9.14,13,7,0.75443321764678,0.672340338852125,0.75443321764678,0.504889744179177,0.458362779166163,0.75443321764678,128580381.478193,1367768628.7278,111259964.947486,514089356.230095,627474244.677421,111259964.947486,8.99924252591802e-05,5.43411752652273e-05,4.04827607483085e-05,0.000102420201675667,0.00125003179512612,4.04827607483085e-05,6,7,-15,15,14,5,100.249132476034,8.66556973382531,109.8208052734,28.0043053447171,98.6132923286569,273049.847626964,97.9332314385674,0.00460162286081263,411.100000000002,159.082753215646,3460425,0.000185351410652976,0.000123136197340266,58.16463,1.00875229506331e-06,1.32756581164295e-07,2.82369832780294e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.64,0.18,12,0.22,0.18,19,5,0.302,10,2.8,6.24,5,2.29,4.3,1,0.22,2.54,7,3.34,2.61,1,3.86,23,3,0.753561850708353,0.343183246487047,0.753561850708353,0.378953527726933,0.297775290767431,0.753561850708353,100313551.874276,3423003102.65915,88937006.530401,36892612.2926208,1386918453.65151,88937006.530401,3.42842910468856e-05,6.53351956118598e-05,1.57241201178846e-05,6.53161346109298e-05,0.000855521786657417,1.57241201178846e-05,-5,15,-7,13,8,11,112.296743657052,16.2411484900388,266.410282490736,67.9346220351376,113.458407823593,215853.785093565,68.4174948386741,0.00446121262014535,409.000000000002,156.911226456484,3540739,7.81797019088875e-05,0.000246140734943389,52.3862,1.42571874686801e-06,2.32899359664529e-08,8.35982012359349e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.5,0.831,5,4.09,0.18,20,0.677,0.98,18,1.57,10,20,1.24,3.85,4,0.22,1.54,7,1.18,2.96,1.5,6.4,11,6,0.573852742090197,0.4267316755925,0.573852742090197,0.458516078512017,0.397199045329672,0.573852742090197,76691090.0075125,174154401.835128,65203386.3129912,188432715.879916,9645793262.96208,65203386.3129912,9.03289231750048e-05,9.17535560618857e-05,4.02131619664525e-05,8.4298462832209e-05,0.00102715263042463,4.02131619664525e-05,2,8,4,15,-1,-15,107.604509562979,18.4412767939478,153.270611199644,39.0840058559092,110.508532602309,406900.270918204,83.5608613526692,0.00839294826238678,378.400000000001,156.432264806485,3381862,0.000129792043801801,0.00015708059191349,67.72958,6.15476549923905e-07,4.29036053350984e-09,2.72525576594518e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
4.35,0.831,9,4.09,0.18,20,0.22,0.575,17,1.89,7.74,20,1.02,2.75,2,0.22,1.82,7,0.878,2.96,1.7,6.4,21,7,0.633564041630194,0.388670065140679,0.633564041630194,0.490402505053192,0.389289458498136,0.633564041630194,177864550.208441,128521837.90087,154351862.532132,172972891.499622,18783250679.3803,154351862.532132,7.71133972872494e-05,0.000107392204942052,3.4736494310541e-05,7.23492787453677e-05,0.000746966445456242,3.4736494310541e-05,-1,6,15,15,-1,-6,109.444155022154,18.9933075124476,222.940555393447,56.849841625329,114.258596235443,419111.324885797,80.3668467093241,0.00572947737585054,360.950000000001,156.84487792881,4919465,0.000129801548940679,0.000186007570200412,73.46435,6.60733311650969e-07,1.10984730589125e-08,7.83909549717521e-07,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.18,16,3.91,0.617,20,1.33,0.4,20,2.25,3.75,14,0.22,1.42,1,0.494,1.43,8,0.915,7.02,1,7.84,15,15,0.610361567672439,0.260084752035506,0.610361567672439,0.47372955517217,0.504753209172592,0.610361567672439,483014715.351149,434283415.450728,396624868.423729,246668309.241786,1437584779.97995,396624868.423729,0.000116406360694109,0.000165792211957275,4.98192730576254e-05,9.4352596810731e-05,0.000924384165874644,4.98192730576254e-05,15,15,15,15,13,5,69.8342010164939,14.9539164599169,190.187278845405,48.4977561055783,69.843637882539,405194.032443343,94.4243006857875,0.00542033129946967,356.750000000001,158.088328138272,5153349,0.000159389302118885,0.000264994173476918,57.19084,7.13202421741971e-07,1.0607893476311e-06,4.6553485030354e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
1,0.5,20,1.49,0.18,20,0.22,0.5,20,2.5,3.71,20,0.291,3.32,4,0.22,3.04,1,4.68,7.32,1.56,6.13,25,7,0.549413888188124,0.359369202517835,0.549413888188124,0.560857294526449,0.385721221159262,0.549413888188124,93312315.2952138,278539288.196036,79014560.0300294,92305237.341343,18331908288.9426,79014560.0300294,9.40776237768031e-05,0.000111919988678554,4.16973499990997e-05,5.28744516903649e-05,0.000725947243331192,4.16973499990997e-05,15,-15,7,7,9,15,100.395513438781,10.4880583017615,176.351130784181,44.969538349966,103.512910508551,222479.639916424,99.8131013444628,0.00401936444751867,352.150000000001,155.443713323443,3740877,0.000124780367019361,0.000207037979122279,53.73929,1.21310283009981e-06,5.4780316607328e-08,6.95232556691128e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
1,0.5,20,1.39,0.18,20,0.22,0.5,20,2.5,4.3,20,0.291,3.32,4,0.22,3.04,1,4.68,7.32,1.56,6.13,24,16,0.549190107781903,0.361886965168522,0.549190107781903,0.560643595548166,0.385616936539218,0.549190107781903,93247085.2970856,290565544.156948,78968243.3051241,92219219.7199113,18318760945.7454,78968243.305124,9.39945022875869e-05,0.000110150287443602,4.16659653985819e-05,5.28174199911147e-05,0.000725335859580798,4.16659653985819e-05,15,-15,7,7,9,15,98.4139144253781,10.2834738742771,164.605458287863,41.9743918634051,100.400002914028,217857.228633151,99.9456132103856,0.00440345642989393,344.100000000001,156.471152812754,3487196,0.000124618696490524,0.000190954547917157,53.34032,1.21402813927415e-06,5.22413070241923e-08,6.81943352720538e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
1.47,0.5,11,4.49,0.18,20,1.71,0.874,18,2.64,3.86,15,2.82,4.63,3,0.22,4.27,2,3.54,6.53,1.2,9.78,17,10,0.733051084275701,0.370221931435716,0.733051084275701,0.608620589801717,0.388378051230404,0.733051084275701,83104978.0369503,271331925.661619,73168901.829609,57814860.1200153,7032398270.28483,73168901.829609,9.13707845737823e-05,0.000181947824172107,4.17192864487976e-05,7.17431785415029e-05,0.00180720196104468,4.17192864487977e-05,-3,-15,14,13,8,5,109.702035309542,7.46057683765245,98.5397231217813,25.1276293960542,123.054456890904,252722.488551469,99.6359059777147,0.0052428913624312,341.150000000001,155.24799218295,3337973,0.000199261116959415,0.00021554573543689,64.22044,1.02799617794505e-06,1.58204901951065e-08,7.25745522101029e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
